time[ms],R1[ohm]
399219,5886.00
400223,5910.56
401225,5959.92
402229,5692.22
403231,6135.14
404235,5886.00
405238,5886.00
406241,6009.59
407244,5984.72
408247,5861.51
409250,5910.56
410253,6135.14
411256,5886.00
412260,5910.56
413262,5935.20
414266,5788.51
415268,5886.00
416272,5910.56
417274,5886.00
418278,5668.34
419280,5812.77
420284,5861.51
421287,6109.87
422290,5935.20
423293,5886.00
424296,5886.00
425299,6084.68
426302,6009.59
427305,5886.00
428309,5861.51
429312,6160.49
430315,5620.78
431318,5935.20
432321,5886.00
433324,5886.00
434327,6059.57
435330,5620.78
436333,5837.10
437337,5935.20
438339,6135.14
439343,6059.57
440345,5935.20
441349,5910.56
442351,5861.51
443355,5935.20
444358,5764.33
445361,5935.20
446364,5788.51
447367,5935.20
448370,5812.77
449373,6084.68
450376,5812.77
451379,5812.77
452382,5861.51
453386,5668.34
454388,6135.14
455392,5886.00
456394,5910.56
457398,6084.68
458400,5935.20
459404,5861.51
460407,5910.56
461410,5984.72
462413,5886.00
463416,5861.51
464419,5910.56
465422,5837.10
466425,5886.00
467429,6059.57
468431,5886.00
469435,5984.72
470437,6185.92
471441,5959.92
472443,5861.51
473447,6135.14
474449,5910.56
475453,5597.12
476456,5886.00
477459,5861.51
478462,6084.68
479465,5886.00
480468,5959.92
481471,5861.51
482475,5861.51
483478,5644.52
484481,5861.51
485484,5935.20
486487,5716.18
487490,5812.77
488493,6109.87
489496,5886.00
490499,5788.51
491502,5716.18
492506,5837.10
493508,5910.56
494512,6034.54
495514,5935.20
496518,5861.51
497520,5668.34
498524,5886.00
499527,5764.33
500530,5984.72
501533,5886.00
502536,5740.22
503539,5837.10
504542,5935.20
505545,6135.14
506549,5910.56
507551,6211.43
508555,5910.56
509557,5886.00
510561,6084.68
511563,5861.51
512567,5910.56
513569,6059.57
514573,5861.51
515576,5984.72
516579,5716.18
517582,5910.56
518585,5886.00
519588,5668.34
520591,5886.00
521594,5837.10
522598,5644.52
523600,5861.51
524604,5910.56
525606,6059.57
526610,5716.18
527612,5644.52
528616,5837.10
529618,5886.00
530622,6109.87
531625,5910.56
532628,5886.00
533632,6084.68
534634,5910.56
535638,5910.56
536640,5910.56
537644,6160.49
538647,5716.18
539650,5861.51
540653,6034.54
541656,5573.52
542659,5886.00
543662,5910.56
544665,6135.14
545669,5764.33
546671,5837.10
547675,5886.00
548677,5788.51
549681,6084.68
550683,5935.20
551687,5935.20
552689,5886.00
553693,5668.34
554696,5886.00
555699,5764.33
556702,5935.20
557705,5984.72
558708,5984.72
559711,5910.56
560714,5886.00
561718,5573.52
562720,5764.33
563724,5886.00
564726,5861.51
565730,6211.43
566732,5644.52
567736,5910.56
568738,5886.00
569742,5764.33
570745,6034.54
571748,5861.51
572751,5837.10
573754,5861.51
574757,5692.22
575760,5644.52
576763,5886.00
577767,5935.20
578769,5886.00
579773,5788.51
580775,5812.77
581779,5812.77
582781,5886.00
583785,5668.34
584788,5886.00
585791,5886.00
586795,5740.22
587797,6160.49
588801,5837.10
589803,5861.51
590807,5644.52
591809,5861.51
592813,5886.00
593816,5812.77
594819,6109.87
595822,5910.56
596825,5861.51
597828,5886.00
598831,6135.14
599834,5959.92
600838,5935.20
601840,5935.20
602844,5861.51
603846,6009.59
604850,6009.59
605852,5910.56
606856,5788.51
607858,5788.51
608862,5597.12
609865,6211.44
610868,5935.20
611871,5812.77
612874,5861.51
613877,5788.51
614880,5935.20
615883,5573.52
616887,5886.00
617889,5861.51
618893,5886.00
619895,6084.68
620899,6135.14
621901,6009.59
622905,5910.56
623908,5886.00
624911,5984.72
625914,5668.34
626917,5812.77
627920,5861.51
628923,5837.10
629926,5984.72
630929,5837.10
631932,5935.20
632936,5910.56
633938,5935.20
634942,5837.10
635944,5597.12
636948,5959.92
637950,5935.20
638954,5886.00
639958,5861.51
640960,6135.14
641964,5812.77
642966,5837.10
643970,5861.51
644972,5740.22
645976,5812.77
646979,5935.20
647982,5935.20
648985,6034.54
649988,5984.72
650991,5861.51
651994,5597.12
652997,5837.10
654000,5886.00
655003,5861.51
656007,6160.49
657009,5812.77
658013,5886.00
659015,5764.33
660019,5812.77
661021,5886.00
662025,5886.00
663028,5837.10
664031,5861.51
665034,6185.92
666037,5788.51
667040,5910.56
668043,5886.00
669046,6059.57
670049,5861.51
671052,5935.20
672056,5886.00
673058,5668.34
674062,5812.77
675064,5837.10
676068,5935.20
677070,5812.77
678074,5812.77
679077,6009.59
680080,5910.56
681083,5886.00
682086,5861.51
683089,5812.77
684092,5886.00
685095,6084.68
686099,5812.77
687101,5861.51
688105,5984.72
689107,5886.00
690111,5788.51
691113,5959.92
692117,5788.51
693120,5886.00
694123,5910.56
695127,6185.92
696129,5886.00
697133,5861.51
698135,5984.72
699139,5620.78
700141,5886.00
701145,5788.51
702148,5788.51
703151,5837.10
704154,5886.00
705157,6059.57
706160,5935.20
707163,5910.56
708166,5886.00
709169,5740.22
710172,5886.00
711176,5886.00
712178,5788.51
713182,5910.56
714184,5668.34
715188,5910.56
716190,5861.51
717194,5597.12
718197,5861.51
719200,5910.56
720203,5764.33
721206,5788.51
722209,5886.00
723212,6059.57
724215,5837.10
725218,5861.51
726221,6160.49
727225,5886.00
728227,5861.51
729231,5910.56
730233,5886.00
731237,5886.00
732239,5764.33
733243,5861.51
734246,5886.00
735249,6160.49
736252,5837.10
737255,5837.10
738258,6160.49
739261,5837.10
740264,5861.51
741267,5526.55
742270,5861.51
743274,5935.20
744276,5668.34
745280,5910.56
746283,5861.51
747286,5644.52
748289,5837.10
749292,5812.77
750296,5861.51
751298,5837.10
752302,5886.00
753304,5692.22
754308,5837.10
755310,6009.59
