time[ms],R1[ohm]
703182,30052.86
704186,30859.80
705188,30211.67
706192,30052.86
707195,30371.76
708198,30211.67
709201,29583.89
710204,30052.86
711207,29895.30
712211,29738.98
713213,30371.76
714217,29430.00
715219,30052.86
716223,30371.76
717227,29125.81
718229,30211.67
719233,30052.86
720235,29583.88
721239,30211.68
722242,30211.68
723245,29738.97
724248,30211.67
725251,30211.67
726254,29895.29
727258,30371.76
728260,30211.68
729264,30859.80
730267,30052.86
731270,30052.86
732273,31025.12
733276,30211.67
734279,29583.88
735283,30052.86
736285,30695.80
737289,30052.86
738291,30211.67
739295,30859.80
740298,29895.29
741301,30052.86
742304,29738.98
743307,29583.88
744310,29430.00
745314,29895.30
746316,30371.76
747320,29895.29
748322,29277.31
749326,30052.86
750329,29895.30
751332,30211.68
752335,30533.14
753338,29738.97
754341,30211.67
755345,30052.86
756347,30371.76
757351,29738.97
758354,30211.67
759357,30052.86
760360,30052.85
761363,30052.85
762366,29277.32
763370,29583.88
764372,29738.97
765376,30052.86
766379,29125.81
767382,30533.14
768386,30052.86
769388,29895.30
770392,30052.85
771394,29277.32
772398,30211.67
773401,30371.76
774404,30052.86
775407,29895.30
776410,30052.86
777413,30052.85
778417,29738.98
779419,30859.79
780423,29895.29
781425,30052.86
782429,30371.76
783432,30211.67
784435,30052.85
785438,29895.30
786442,30695.80
787444,29895.30
788448,30052.86
789450,29583.88
790454,29738.98
791457,29895.30
792460,29583.88
793463,30533.14
794466,30052.86
795469,29738.97
796473,29430.00
797475,29895.30
798479,30052.86
799481,30211.68
800485,30052.86
801488,30052.86
802491,30211.67
803494,29895.30
804497,29430.00
805500,30052.86
806504,29895.30
807506,30211.67
808510,29895.30
809512,29583.88
810516,29895.29
811520,29738.98
812522,30052.86
813526,30533.14
814528,29895.30
815532,30211.68
816535,30371.76
817538,29583.88
818541,29895.30
819545,30052.86
820547,29895.29
821551,30052.85
822553,30211.68
823557,30052.86
824560,30859.80
825563,29895.30
826566,30211.68
827569,30052.86
828572,29430.00
829576,30052.86
830578,29583.88
831582,30052.86
832584,30052.86
833588,30052.86
834591,30052.85
835594,30052.86
836597,30052.86
837600,29277.31
838603,30052.85
839607,29430.00
840609,30052.86
841613,30533.13
842615,29895.30
843619,29738.98
844622,29895.30
845625,30052.86
846628,29583.88
847631,29738.98
848634,29583.88
849638,29895.30
850640,30211.68
851644,29277.31
852647,29895.30
853650,30695.80
854653,30052.86
855656,30371.76
856659,30052.86
857663,29895.30
858665,29895.30
859669,30052.86
860672,29895.29
861675,29895.30
862679,29125.81
863681,30052.86
864685,29277.32
865687,29895.30
866691,30052.86
867694,30371.76
868697,30052.86
869700,30052.86
870703,29895.29
871706,29895.30
872710,29430.00
873712,30052.86
874716,30052.86
875718,29583.88
876722,30052.86
877725,29583.88
878728,30859.80
879731,29895.30
880735,29895.30
881737,29738.98
882741,29583.88
883743,30052.86
884747,29583.88
885750,30052.86
886753,30052.86
887756,30371.76
888759,29895.30
889762,29895.30
890766,29583.88
891768,30211.67
892772,29895.29
893774,30695.80
894778,29895.30
895781,29895.30
896784,29738.98
897787,30211.67
898790,30052.86
899793,29583.88
900797,30052.86
901799,30052.86
902803,29895.30
903805,30052.86
904809,29895.29
905812,30211.68
906815,30533.14
907819,29895.30
908822,29895.30
909825,29895.30
910828,30052.86
911831,30052.86
912834,30052.86
913838,30052.86
914840,29895.30
915844,29738.98
916846,30052.86
917850,29895.29
918853,30859.80
919856,30052.86
920859,29895.30
921862,29738.98
922865,30371.76
923869,29738.97
924871,30052.86
925875,30695.80
926877,29895.30
927881,30052.86
928884,29738.98
929887,30052.86
930890,30211.67
931894,30533.13
932896,29895.30
933900,29895.30
934902,30371.76
935906,29895.30
936909,29895.29
937912,30211.67
938915,30052.86
939918,29738.97
940921,29583.88
941925,29895.30
942927,30052.86
943931,29430.00
944933,29895.30
945937,30052.86
946940,30695.81
947943,29895.29
948946,29430.00
949949,29895.29
950952,29738.98
951956,29277.32
952958,29895.30
953962,30211.67
954966,30211.67
955968,29583.89
956972,29895.30
957974,29430.00
958978,30052.86
959981,30052.86
960984,30371.76
961987,29583.89
962990,29738.98
963993,29895.30
964997,30052.86
965999,29895.29
967003,29583.88
968005,29738.98
969009,29895.30
970012,30211.68
971015,29277.32
972018,29895.29
973021,30052.86
974024,29277.31
975028,29895.30
976030,30052.86
