time[ms],R1[ohm]
687073,643.11
688075,632.25
689079,621.40
690081,632.25
691085,610.58
692087,621.40
693091,632.25
694093,632.25
695097,643.11
696099,632.25
697103,621.40
698105,621.40
699109,632.25
700111,654.00
701115,621.40
702117,610.58
703121,621.40
704123,654.00
705127,643.11
706130,621.40
707133,632.25
708136,632.25
709139,686.80
710142,654.00
711145,589.01
712148,621.40
713151,632.25
714155,632.25
715157,621.40
716161,621.40
717163,621.40
718167,632.25
719169,643.11
720173,643.11
721175,610.58
722179,643.11
723181,654.00
724185,610.58
725187,632.25
726191,632.25
727193,632.25
728197,632.25
729199,643.11
730203,664.91
731205,621.40
732209,621.40
733212,621.40
734215,621.40
735218,610.58
736221,632.25
737224,632.25
738227,632.25
739230,589.01
740233,632.25
741236,621.40
742239,632.25
743242,632.25
744245,621.40
745248,654.00
746251,664.91
747254,621.40
748257,632.25
749260,632.25
750263,632.25
751266,599.78
752269,632.25
753272,643.11
754275,632.25
755278,621.40
756281,632.25
757284,632.25
758287,632.25
759290,632.25
760294,632.25
761296,632.25
762300,589.01
763302,654.00
764306,621.40
765308,643.11
766312,621.40
767314,632.25
768318,632.25
769320,632.25
770324,654.00
771326,610.58
772330,654.00
773332,632.25
774336,643.11
775339,621.40
776342,621.40
777345,632.25
778348,632.25
779351,632.25
780354,632.25
781357,632.25
782360,632.25
783363,643.11
784366,632.25
785369,632.25
786372,621.40
787376,632.25
788378,632.25
789382,643.11
790384,654.00
791388,643.11
792390,621.40
793394,654.00
794396,621.40
795400,621.40
796402,643.11
797406,621.40
798408,643.11
799412,621.40
800414,632.25
801418,632.25
802420,621.40
803424,643.11
804426,632.25
805430,654.00
806432,632.25
807436,621.40
808438,589.01
809442,632.25
810444,621.40
811448,686.80
812450,632.25
813454,632.25
814457,621.40
815460,621.40
816463,621.40
817466,664.91
818469,643.11
819472,621.40
820475,599.78
821478,643.11
822481,632.25
823484,643.11
824487,643.11
825490,621.40
826493,621.40
827496,621.40
828499,632.25
829502,654.00
830505,632.25
831508,643.11
832512,632.25
833514,632.25
834518,621.40
835520,632.25
836524,632.25
837526,632.25
838530,643.11
839532,643.11
840536,621.40
841539,643.11
842542,632.25
843545,632.25
844548,654.00
845551,654.00
846554,643.11
847557,632.25
848560,643.11
849563,621.40
850566,599.78
851569,632.25
852572,632.25
853575,632.25
854578,643.11
855581,632.25
856584,643.11
857587,643.11
858590,632.25
859593,621.40
860596,632.25
861599,654.00
862602,610.58
863605,599.78
864608,643.11
865611,632.25
866614,632.25
867617,643.11
868621,643.11
869623,643.11
870627,610.58
871629,632.25
872633,632.25
873635,654.00
874639,621.40
875641,632.25
876645,632.25
877647,632.25
878651,632.25
879653,643.11
880657,621.40
881659,654.00
882663,675.85
883665,643.11
884669,664.91
885671,599.78
886675,589.01
887677,610.58
888681,632.25
889683,643.11
890687,610.58
891689,610.58
892693,643.11
893696,610.58
894699,654.00
895702,599.78
896705,643.11
897709,621.40
898711,599.78
899715,621.40
900717,643.11
901721,632.25
902723,632.25
903727,632.25
904729,621.40
905733,632.25
906735,621.40
907739,643.11
908741,643.11
909745,632.25
910747,632.25
911751,654.00
912753,664.91
913757,632.25
914759,632.25
915763,621.40
916765,610.58
917769,632.25
918771,632.25
919775,632.25
920777,643.11
921781,632.25
922784,621.40
923787,632.25
924790,643.11
925793,589.01
926796,632.25
927799,621.40
928802,621.40
929805,632.25
930808,632.25
931811,643.11
932814,664.91
933817,632.25
934820,632.25
935823,632.25
